Id	CAS	SMILES	Status	Experimental value	Predicted value
1728	159092-81-6	O=[N+]([O-])c1ccc2c(c1)cc(c3ccc(cc23)[N+](=O)[O-])[N+](=O)[O-]	Training	Mutagen	Mutagen
1729	159092-84-9	O=[N+]([O-])c1ccc2cc(c3ccc(cc3(c2(c1)))[N+](=O)[O-])[N+](=O)[O-]	Training	Mutagen	Mutagen
1730	159092-85-0	O=[N+]([O-])c1ccc3c(c1)c2c(cccc2[N+](=O)[O-])cc3[N+](=O)[O-]	Training	Mutagen	Mutagen
1731	1591-56-6	O=C(Nc2ccc(N=Nc1ccc(cc1)N(C)C)cc2)C	Training	Mutagen	Mutagen
1732	159394-72-6	N#Cc2cccc(C=Cc1ccc(cc1)[N+](=O)[O-])c2	Training	Mutagen	Mutagen
1733	159416-83-8	Oc3ccc(O)c4c(OC)c(c1cc(O)c2c(OC)cc(cc2(c1(O)))C)c(cc34)C	Training	NON-Mutagen	NON-Mutagen
1734	1594-56-5	N#CSc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]	Training	Mutagen	Mutagen
1735	15950-66-0	Oc1ccc(c(c1Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
1736	15961-88-3	[O-][N+](=Nc2ccc3c1ccccc1Cc3(c2))c5ccc6c4ccccc4Cc6(c5)	Training	NON-Mutagen	Mutagen
1737	1596-84-5	O=C(O)CCC(=O)NN(C)C	Training	NON-Mutagen	Mutagen
1738	159714-84-8	c1ccc2cc4c(cc2(c1))c3c(cccc3C5NC45)C	Training	Mutagen	Mutagen
1739	159714-85-9	O3C4c5ccccc5(c2cc1ccccc1c(c2C34)CC)	Training	Mutagen	Mutagen
1740	159714-86-0	c1ccc4c(c1)cc3c2ccccc2C5NC5(c3c4CC)	Training	Mutagen	Mutagen
1741	15980-15-1	O1CCSCC1	Training	NON-Mutagen	NON-Mutagen
1742	160543-00-0	OCc2c3ccc4ccccc4(c3(nc1ccc(cc12)C))	Training	Mutagen	Mutagen
1743	160543-02-2	OCc2ccc3nc1c4ccccc4(ccc1c(c3(c2))C)	Training	Mutagen	Mutagen
1744	160543-04-4	OCc2ccc3nc1c4ccccc4(ccc1c(c3(c2))CO)	Training	Mutagen	Mutagen
1745	160543-06-6	OCc2c4ccc(cc4(nc1c3ccccc3(ccc12)))C	Training	NON-Mutagen	Mutagen
1746	160543-08-8	OCc4ccc2c(nc1c3ccccc3(ccc1c2C))c4	Training	Mutagen	NON-Mutagen
1747	160543-10-2	OCc4ccc2c(nc1c3ccccc3(ccc1c2CO))c4	Training	NON-Mutagen	Mutagen
1748	160543-14-6	OCc3ccc4nc2c(ccc1c2(C=CC(O)C1(O)))c(c4(c3))C	Training	Mutagen	Mutagen
1749	160543-15-7	OCc3c4ccc1c(C=CC(O)C1(O))c4(nc2ccc(cc23)C)	Training	Mutagen	Mutagen
1750	160543-16-8	OC3c4ccccc4(c2nc1ccc(cc1c(c2C3(O))C)C)	Training	NON-Mutagen	NON-Mutagen
1751	160543-18-0	OCc3ccc4nc2c1ccccc1C5OC5(c2c(c4(c3))C)	Training	NON-Mutagen	NON-Mutagen
1752	160543-23-7	OC3c4ccccc4(c2nc1cc(ccc1c(c2C3(O))C)C)	Training	NON-Mutagen	NON-Mutagen
1753	160637-28-5	OC3C=Cc2c4nc1ccc(cc1c(c4(ccc2C3(O)))C)C	Training	Mutagen	Mutagen
1754	160637-29-6	OC4c2c(nc1c3ccccc3(ccc1c2C))C=C(C)C4(O)	Training	Mutagen	Mutagen
1755	160637-30-9	OC3C=Cc2c4nc1cc(ccc1c(c4(ccc2C3(O)))C)C	Training	Mutagen	Mutagen
1756	1606-67-3	Nc1ccc2ccc3cccc4ccc1c2c34	Training	Mutagen	Mutagen
1757	16069-36-6	O1CCOC3CCCCC3(OCCOCCOC2CCCCC2(OCC1))	Training	NON-Mutagen	NON-Mutagen
1758	1608-51-1	O=C(C=Cc1ccc(F)cc1)c2ccccc2	Training	NON-Mutagen	NON-Mutagen
1759	1609-47-8	O=C(OC(=O)OCC)OCC	Training	NON-Mutagen	NON-Mutagen
1760	1609-93-4	O=C(O)C=CCl	Training	Mutagen	NON-Mutagen
1761	16110-09-1	n1cc(ccc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
1762	161221-84-7	O=C(Oc3ccc(OC(=O)C)c4c(OC)c(c1cc(OC(=O)C)c2c(OC)cc(cc2(c1(OC(=O)C)))C)c(cc34)C)C	Training	NON-Mutagen	NON-Mutagen
1763	1613-37-2	[O-][n+]2cccc1ccccc12	Training	NON-Mutagen	NON-Mutagen
1764	1615-02-7	O=C(O)C=Cc1ccc(cc1)Cl	Training	NON-Mutagen	NON-Mutagen
1765	16156-53-9	O=S(=O)(OCC(C)C)C	Training	Mutagen	Mutagen
1766	16156-54-0	O=S(=O)(OC(C)CC)C	Training	Mutagen	Mutagen
1767	16156-55-1	O=S(=O)(OCCC(C)C)C	Training	Mutagen	Mutagen
1768	16169-16-7	O=[N+]([O-])c1ccc(cc1)NO	Training	Mutagen	Mutagen
1769	16169-17-8	ONc2ccccc2(c1ccccc1)	Training	Mutagen	Mutagen
1770	161696-98-6	n1ccnc2c1ccc(NC)c2C	Training	Mutagen	Mutagen
1771	161696-99-7	n1cc(nc2ccc(NC)c(c12)C)C	Training	Mutagen	Mutagen
1772	161697-00-3	n1c2ccc(NC)c(c2(nc(c1C)C))C	Training	Mutagen	Mutagen
1773	161697-01-4	n1c2ccc(NC)c(c2(nc(c1CC)CC))C	Training	Mutagen	Mutagen
1774	161697-02-5	n1cc(nc2c1ccc(NC)c2C)c3ccccc3	Training	Mutagen	Mutagen
1775	161697-03-6	n1c2ccc(N)c(c2(nc(c1C)C))C	Training	Mutagen	Mutagen
1776	161697-04-7	n1c2ccc(c(c2(nc(c1C)C))C)N(C)C	Training	Mutagen	Mutagen
1777	161708-24-3	O=C(O)C(=C(C(=O)O)Cl)C	Training	NON-Mutagen	Mutagen
1778	162022-85-7	[O-][n+]1ncc2cnccc2(c1)	Training	NON-Mutagen	NON-Mutagen
1779	162022-88-0	n1nc(NN)c2ccncc2(c1)	Training	Mutagen	Mutagen
1780	162022-89-1	n1nc(NN)c2cnccc2(c1)	Training	Mutagen	Mutagen
1781	162022-90-4	n1nc(OC)c2ccncc2(c1)	Training	NON-Mutagen	NON-Mutagen
1782	162022-91-5	n1nc(OC)c2cnccc2(c1)	Training	NON-Mutagen	NON-Mutagen
1783	162022-92-6	n1nc(c2ccncc2(c1))Cl	Training	NON-Mutagen	NON-Mutagen
1784	162022-93-7	n1nc(c2cnccc2(c1))Cl	Training	NON-Mutagen	NON-Mutagen
1785	162050-09-1	O=C(c1oc(c(c1Cl)Cl)[N+](=O)[O-])CBr	Training	Mutagen	Mutagen
1786	162050-11-5	O=C(OC)C1OC(=NO)C(=C1Cl)Cl	Training	NON-Mutagen	Mutagen
1787	16219-75-3	C(=C1CC2C=CC1C2)C	Training	NON-Mutagen	NON-Mutagen
1788	16219-98-0	O=NN(c1ncccc1)C	Training	Mutagen	NON-Mutagen
1789	16219-99-1	O=NN(c1ccncc1)C	Training	NON-Mutagen	NON-Mutagen
1790	1622-57-7	n1c(N)n(c2ccccc12)C	Training	Mutagen	Mutagen
1791	1622-62-4	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))[N+](=O)[O-])C	Training	Mutagen	NON-Mutagen
1792	16238-56-5	c1ccc2c(c1)ccc4c2c(c3ccccc3c4CBr)C	Training	Mutagen	Mutagen
1793	16239-84-2	O=[N+]([O-])c2oc(C=Cc1nc(N)sc1)cc2	Training	Mutagen	Mutagen
1794	16292-86-7	O=[N+]([O-])c1ccc(N)cc1(O)	Training	Mutagen	NON-Mutagen
1795	1629-58-9	O=C(C=C)CC	Training	Mutagen	Mutagen
1796	16301-26-1	[O-][N+](=NCC)CC	Training	NON-Mutagen	Mutagen
1797	16306-16-4	O=C2c1ccccc1c4ccc(O)c3cccc2c34	Training	Mutagen	Mutagen
1798	16310-69-3	c1ccc5c(c1)c4cc2c(ccc3c2CCCC3)cc4CC5	Training	Mutagen	Mutagen
1799	16311-38-9	O=[N+]([O-])c1ccc(cc1)c3nc2n(ccs2)c3[N+](=O)[O-]	Training	Mutagen	Mutagen
1800	16323-43-6	O=C(O)C=Cc1ccc(C=CC(=O)O)cc1	Training	NON-Mutagen	NON-Mutagen
1801	163275-57-8	Fc3cnc1c(ccc2ccccc12)c3	Training	NON-Mutagen	Mutagen
1802	163275-58-9	Fc1cc3ccccc3(c2ncccc12)	Training	Mutagen	Mutagen
1803	163275-59-0	Fc2cc1cccnc1c3ccccc23	Training	Mutagen	Mutagen
1804	163275-60-3	Fc1cccc2c3ncccc3(ccc12)	Training	Mutagen	Mutagen
1805	163275-61-4	Fc2ccc3ccc1cccnc1c3(c2)	Training	Mutagen	Mutagen
1806	163275-62-5	Fc1cnc2c(c1)cc(F)c3ccccc23	Training	NON-Mutagen	Mutagen
1807	163275-64-7	Fc1ccc(F)c2c3ncccc3(ccc12)	Training	Mutagen	Mutagen
1808	163275-65-8	Fc2cnc3ccc1ccccc1c3(c2)	Training	Mutagen	Mutagen
1809	163275-66-9	Fc3cccc2c3(ccc1ncccc12)	Training	Mutagen	Mutagen
1810	163275-67-0	Fc2cccc3ccc1ncccc1c23	Training	Mutagen	Mutagen
1811	163275-68-1	Fc3ccc(F)c2c3(ccc1ncccc12)	Training	Mutagen	Mutagen
1812	1633-83-6	O=S1(=O)(OCCCC1)	Training	Mutagen	Mutagen
1813	16338-97-9	O=NN(CC=C)CC=C	Training	Mutagen	Mutagen
1814	16339-05-2	O=NN(CCCC)CCCCC	Training	Mutagen	Mutagen
1815	1634-04-4	O(C)C(C)(C)C	Training	NON-Mutagen	NON-Mutagen
1816	1634-78-2	O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC	Training	NON-Mutagen	Mutagen
1817	16354-50-0	c1ccc2c(c1)ccc4c2c(c3ccccc3c4CC)C	Training	NON-Mutagen	NON-Mutagen
1818	16354-52-2	c1ccc2c(c1)ccc4c2c(c3ccccc3c4CC)CC	Training	NON-Mutagen	NON-Mutagen
1819	16354-55-5	c1ccc2c(c1)ccc4c2c(c3ccccc3c4C)CC	Training	NON-Mutagen	NON-Mutagen
1820	1635-61-6	O=[N+]([O-])c1ccc(cc1(N))Cl	Training	Mutagen	Mutagen
1821	163930-30-1	O(c1ccc(cc1)CCI)Cc2ccccc2	Training	Mutagen	Mutagen
1822	16400-63-8	C=C(CCl)Br	Training	Mutagen	Mutagen
1823	1640-39-7	N=2c1ccccc1C(C=2C)(C)C	Training	NON-Mutagen	Mutagen
1824	16423-19-1	OC12(CCCCC2(C)(CCCC1(C)))	Training	NON-Mutagen	NON-Mutagen
1825	16430-32-3	O=C(OCc2c3ccccc3(cc1ccccc12))C	Training	Mutagen	Mutagen
1826	16452-01-0	O(c1cc(N)ccc1C)C	Training	Mutagen	Mutagen
1827	1646-75-9	ON=CC(C)(C)SC	Training	NON-Mutagen	Mutagen
1828	1649-18-9	O=C(c1ccc(F)cc1)CCCN3CCN(c2ncccc2)CC3	Training	NON-Mutagen	NON-Mutagen
1829	16495-13-9	O(Cc1ccccc1)CC2OC2	Training	Mutagen	Mutagen
1830	16533-72-5	O=C(O)C1OC1(C(=O)O)	Training	NON-Mutagen	NON-Mutagen
1831	165606-93-9	O=C1NC(=O)C(C1=C(Cl)Cl)(Cl)Cl	Training	Mutagen	Mutagen
1832	16561-29-8	O=C(OC34(C(OC(=O)CCCCCCCCCCCCC)C(C)C2(O)(C(C=C(CO)CC1(O)(C(=O)C(=CC12)C))C3C4(C)(C))))C	Training	NON-Mutagen	NON-Mutagen
1833	16568-02-8	O=CN(N=CC)C	Training	NON-Mutagen	Mutagen
1834	16582-03-9	n1c3cccc(N)c3(nc2cccc(N)c12)	Training	Mutagen	Mutagen
1835	16596-38-6	NN(CC(C)C)CC(C)C	Training	Mutagen	NON-Mutagen
1836	1663-39-4	O=C(OC(C)(C)C)C=C	Training	NON-Mutagen	NON-Mutagen
1837	16650-32-1	Fc1ccc(F)c2cccnc12	Training	Mutagen	Mutagen
1838	166546-20-9	n1c3cc(ccc3([nH]c1c2ccc(cc2)N(CCCl)CCCl))Cc4nc5cc(ccc5([nH]4))N6CCN(C)CC6	Training	NON-Mutagen	Mutagen
1839	166546-23-2	n1c3cc(ccc3([nH]c1c2ccc(cc2)N(CCCl)CCCl))CCCCCCc4nc5cc(ccc5([nH]4))N6CCN(C)CC6	Training	NON-Mutagen	NON-Mutagen
1840	1666-13-3	c1ccc(cc1)[Se][Se]c2ccccc2	Training	Mutagen	Mutagen
1841	16664-45-2	c1ccc3c(c1)ccc2c3(cc(cc2C)C)	Training	Mutagen	Mutagen
1842	16665-89-7	O=C(Nc1c(cccc1CC)CC)C	Training	NON-Mutagen	Mutagen
1843	1668-19-5	O3c1ccccc1C(=CCCN(C)C)c2ccccc2C3	Training	NON-Mutagen	NON-Mutagen
1844	16683-64-0	c1ccc2cc3c(cc2(c1))cc5cccc4C=Cc3c45	Training	Mutagen	Mutagen
1845	1669-70-1	O1CC1(c2ccc(cc2)Cl)C	Training	Mutagen	NON-Mutagen
1846	16709-86-7	C=C[Si](C)(C)CCl	Training	NON-Mutagen	Non Predicted
1847	1671-82-5	O=[N+]([O-])c1nccn1C	Training	Mutagen	Mutagen
1848	1672-88-4	O=C2NC(=O)CN2(N=CC=Cc1oc(cc1)[N+](=O)[O-])	Training	Mutagen	Mutagen
1849	16757-80-5	c1ccc2c(c1)cc3ccc4cccc5cc(c2c3c45)C	Training	Mutagen	Mutagen
1850	16757-81-6	c1ccc2c(c1)cc3ccc5c4c(ccc2c34)ccc5C	Training	Mutagen	Mutagen
1851	16757-82-7	c1ccc2c(c1)cc3ccc4cc(cc5ccc2c3c45)C	Training	Mutagen	Mutagen
1852	16757-83-8	c1ccc2c(c1)cc3cc(c5cccc4ccc2c3c45)C	Training	Mutagen	Mutagen
1853	1679-02-3	c4cc3c5ccc2c(ccc1ccc(cc12)C)c5(ccc3c(c4)C)	Training	NON-Mutagen	Mutagen
1854	1679-41-0	O=CC=C(C)Cl	Training	Mutagen	Mutagen
1855	168010-55-7	O=C1C=C3N(C(=O)N1)c2cc(F)c(cc2N3C4CC4)c5cc(nc(c5)C)C	Training	Mutagen	Mutagen
1856	16804-85-6	c1ccc2c(c1)C=CC3CCCCC23	Training	Mutagen	Mutagen
1857	16813-36-8	O=NN1C(=O)NC(=O)CC1	Training	Mutagen	Mutagen
1858	16830-15-2	O=C(OC3OC(COC2OC(CO)C(OC1OC(C)C(O)C(O)C1(O))C(O)C2(O))C(O)C(O)C3(O))C68(CCC(C)C(C)C8(C5=CCC4C7(C)(CC(O)C(O)C(C)(CO)C7(CCC4(C)C5(C)CC6))))	Training	NON-Mutagen	NON-Mutagen
1859	1684-40-8	n2c1ccccc1c(N)c3c2CCCC3	Training	Mutagen	Mutagen
1860	1686-14-2	O1C2CC3CC(C12(C))C3(C)(C)	Training	NON-Mutagen	NON-Mutagen
1861	1689-71-0	O2C(c1ccccc1)C2c3ccccc3	Training	NON-Mutagen	Mutagen
1862	1689-84-5	N#Cc1cc(c(O)c(c1)Br)Br	Training	NON-Mutagen	NON-Mutagen
1863	1689-89-0	N#Cc1cc(c(O)c(c1)I)[N+](=O)[O-]	Training	NON-Mutagen	Mutagen
1864	16974-10-0	O=C(OCCCCCCC=CCCCCCC)C	Training	NON-Mutagen	NON-Mutagen
1865	1698-60-8	O=C1C(=C(N)C=NN1c2ccccc2)Cl	Training	NON-Mutagen	NON-Mutagen
1866	17024-17-8	O=[N+]([O-])c2cccc1c3ccccc3(ccc12)	Training	Mutagen	Mutagen
1867	17024-18-9	O=[N+]([O-])c3ccc2c(ccc1ccccc12)c3	Training	Mutagen	Mutagen
1868	17024-19-0	O=[N+]([O-])c2ccc3ccc1ccccc1c3(c2)	Training	Mutagen	Mutagen
1869	17026-81-2	O=C(Nc1ccc(OCC)c(N)c1)C	Training	Mutagen	Mutagen
1870	1703-58-8	O=C(O)CC(C(=O)O)C(C(=O)O)CC(=O)O	Training	Mutagen	NON-Mutagen
1871	17057-98-6	c1ccc3c(c1)c2cccc(c2C3C)C	Training	Mutagen	Mutagen
1872	1705-85-7	c1ccc3c(c1)ccc4c2ccccc2c(cc34)C	Training	Mutagen	Mutagen
1873	170660-62-5	O=C1NC(=O)CC1=C(Cl)Cl	Training	Mutagen	Mutagen
1874	170660-63-6	O=C1NC(=O)C(C1=C(Cl)Cl)Cl	Training	Mutagen	Mutagen
1875	17070-45-0	n2c1ccc(OC)cc1c(NCCCNCCCl)c3ccc(cc23)Cl	Training	Mutagen	Mutagen
1876	1707-31-9	O=CN(O)c1ccc2ccccc2(c1)	Training	Mutagen	Mutagen
1877	17075-03-5	Nc1cc4cccc3ccc2cccc1c2c34	Training	Mutagen	Mutagen
1878	1709-39-3	O=S(=O)(c1ccc(N)cc1)N(CC)CC	Training	NON-Mutagen	NON-Mutagen
1879	1709-52-0	O=S(=O)(NC)c1ccc(N)cc1	Training	NON-Mutagen	NON-Mutagen
1880	17096-47-8	O=[N+]([O-])OCCN([N+](=O)[O-])C	Training	Mutagen	Mutagen
1881	1711-06-4	O=C(c1cccc(c1)C)Cl	Training	Mutagen	Mutagen
1882	17135-78-3	c1ccc2cc3cc(ccc3(cc2(c1)))Cl	Training	Mutagen	Mutagen
1883	17172-88-2	O=C(NCc1ccccc1)C(c2ccccc2)Br	Training	NON-Mutagen	Mutagen
1884	17177-50-3	OCC(O)C1OC1	Training	Mutagen	NON-Mutagen
1885	171866-15-2	O=C1c5ccccc5(C(=O)c2c(O)c4c(c(O)c12)CC(O)(CO)CC4(OC3OC(C)C(O)C(O)C3I))	Training	Mutagen	Mutagen
1886	1719-53-5	CC[Si](CC)(Cl)Cl	Training	NON-Mutagen	NON-Mutagen
1887	17233-93-1	O=C(O)C(O)(C(O)C)C(C)C	Training	NON-Mutagen	NON-Mutagen
1888	172374-57-1	O=C(Nc2ccc(Oc1ccc(cc1)NO)cc2)C	Training	Mutagen	Mutagen
1889	172374-58-2	O=C(Nc2ccc(Oc1ccc(cc1)N(O)C(=O)C)cc2)C	Training	Mutagen	Mutagen
1890	172374-59-3	O=CN(O)c2ccc(Oc1ccc(cc1)NC(=O)C)cc2	Training	Mutagen	Mutagen
1891	172374-60-6	O=C(ON(c2ccc(Oc1ccc(cc1)NC(=O)C)cc2)C(=O)C)C	Training	Mutagen	Mutagen
1892	17241-59-7	O=C1c3ccccc3(C(=O)c2cc(ccc12)CO)	Training	NON-Mutagen	Mutagen
1893	1728-32-1	O(C1=CC=CC=CC1)C	Training	Mutagen	Mutagen
1894	1728-95-6	n1c([nH]c(c1c2ccccc2)c3ccccc3)c4ccc(OC)cc4	Training	Mutagen	Mutagen
1895	1728-96-7	n1c([nH]c(c1c2ccc(OC)cc2)c3ccc(OC)cc3)c4ccc(OC)cc4	Training	Mutagen	Mutagen
1896	173106-65-5	O=C(O)CCCCCCCCCCCNC(=O)C1CC(N(O)C1(C)(C))(C)C	Training	NON-Mutagen	NON-Mutagen
1897	173216-43-8	[N-]=[N+]=NCCC(c1ccccc1)C	Training	Mutagen	Mutagen
1898	173216-44-9	[N-]=[N+]=NCCC(c1ccccc1)c2ccccc2	Training	Mutagen	Mutagen
1899	173216-45-0	[N-]=[N+]=NCC(CO)Cc1ccccc1	Training	Mutagen	Mutagen
1900	1732-23-6	Nc1cc2ccc3cccc4ccc(c1)c2c34	Training	Mutagen	Mutagen
1901	1732-29-2	O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34	Training	Mutagen	Mutagen
1902	1733-13-7	N(=C1C=CC(C=C1)=C(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C)C	Training	NON-Mutagen	NON-Mutagen
1903	173428-76-7	O=C2c4ccccc4(C3=Nc1ccc(cc1CN23)C(=O)C)	Training	Mutagen	Mutagen
1904	173450-36-7	O=C(OCCC)c1cc(ccc1(N))Cc2ccc(N)c(c2)C(=O)OCCC	Training	NON-Mutagen	NON-Mutagen
1905	173450-37-8	O=C(c1cc(ccc1(N))Cc2ccc(N)c(c2)C(=O)N(CC)CC)N(CC)CC	Training	NON-Mutagen	NON-Mutagen
1906	173450-39-0	O=C(OCCOCC)c1cc(ccc1(N))Cc2ccc(N)c(c2)C(=O)OCCOCC	Training	NON-Mutagen	NON-Mutagen
1907	1734-79-8	O=CC=Cc1ccc(cc1)[N+](=O)[O-]	Training	Mutagen	Mutagen
1908	17369-59-4	O=C1OC(=CCC)c2ccccc12	Training	Mutagen	NON-Mutagen
1909	17376-04-4	c1ccc(cc1)CCI	Training	NON-Mutagen	NON-Mutagen
1910	17413-38-6	O=C(O)c2cc1OCOc1c3c4cc(O)cc(OC)c4(cc(c23)[N+](=O)[O-])	Training	NON-Mutagen	Mutagen
1911	17413-41-1	O=C4c2cc1OCOc1c3c6cccc(OC)c6(cc(c23)N4C5OC(CO)C(O)C(O)C5(O))	Training	NON-Mutagen	Mutagen
1912	17418-58-5	O=C2c4ccccc4(C(=O)c3c(N)c(Oc1ccccc1)cc(O)c23)	Training	Mutagen	Mutagen
1913	17420-30-3	N#Cc1cc(ccc1(N))[N+](=O)[O-]	Training	Mutagen	Mutagen
1914	17423-48-2	Nc2cccc3ccc1ccccc1c23	Training	NON-Mutagen	Mutagen
1915	17433-31-7	O=C(NNC(=O)C)c1ncccc1	Training	NON-Mutagen	NON-Mutagen
1916	17455-13-9	O1CCOCCOCCOCCOCCOCC1	Training	NON-Mutagen	NON-Mutagen
1917	17455-21-9	O1CCOCCOC3CCCCC3(OCCOCCOC2CCCCC2(OCC1))	Training	NON-Mutagen	NON-Mutagen
1918	17455-23-1	O1CCOCCOC3CCCCC3(OCCOCCOCCOC2CCCCC2(OCC1))	Training	NON-Mutagen	NON-Mutagen
1919	17455-26-4	O1CCOCCOC3CCCCC3(OCCOCCOCCOCCOC2CCCCC2(OCCOCC1))	Training	NON-Mutagen	NON-Mutagen
1920	1746-01-6	O1c3cc(c(cc3(Oc2cc(c(cc12)Cl)Cl))Cl)Cl	Training	NON-Mutagen	NON-Mutagen
1921	1747-60-0	n2c1ccc(OC)cc1sc2N	Training	Mutagen	Mutagen
1922	17479-19-5	O=C(NC1(OC3(O)(N(C1(=O))C(C(=O)N2CCCC23)Cc4ccccc4))C(C)C)C7CN(C)C8Cc6cnc5cccc(c56)C8(C7)	Training	NON-Mutagen	NON-Mutagen
1923	174794-16-2	O=C(OCc1cccc(c1)[N+](=O)[O-])CC	Training	NON-Mutagen	NON-Mutagen
1924	1748-81-8	O=C1OC2CC3(C)(C(CCC(=O)C)C3(CC2(C1(=C))))	Training	NON-Mutagen	NON-Mutagen
1925	17526-17-9	O=C1c3ccccc3(C(=O)c2c(O)c(c(O)cc12)COCC)	Training	Mutagen	Mutagen
1926	17526-24-8	O=C(OCc2c4ccccc4(cc1c3ccccc3(ccc12)))C	Training	Mutagen	Mutagen
1927	17526-33-9	O=C(OCc3c4ccccc4(cc2ccc1ccccc1c23))C	Training	Mutagen	Mutagen
1928	17528-53-9	O=C(O)COc1ccc(cc1)N(CCCl)CCCl	Training	Mutagen	Mutagen
1929	17564-64-6	O=C1c2ccccc2(C(=O)N1CCl)	Training	Mutagen	NON-Mutagen
1930	17573-21-6	Oc1ccc2cc3ccc4cccc5ccc(c2(c1))c3c45	Training	Mutagen	Mutagen
1931	17573-23-8	c2cc3ccc4cc1c(C=CCC1)c5ccc(c2)c3c45	Training	Mutagen	Mutagen
1932	1758-68-5	O=C1c3ccccc3(C(=O)c2c(N)c(N)ccc12)	Training	Mutagen	Mutagen
1933	1758-73-2	O=S(O)C(=N)N	Training	NON-Mutagen	Mutagen
1934	17626-02-7	O(c1cc(N)c(OC)cc1(N))C	Training	Mutagen	NON-Mutagen
1935	17627-75-7	O(c1ccc(C=CC)c(OC)c1)C	Training	NON-Mutagen	NON-Mutagen
1936	1767-28-8	O=[N+]([O-])c1ccc2ccc4c(O)ccc3ccc1c2c34	Training	Mutagen	Mutagen
1937	1768-31-6	O=C(C(Cl)Cl)C(Cl)(Cl)Cl	Training	Mutagen	Mutagen
1938	1769-41-1	O=C(C=NO)Nc1ccccc1	Training	NON-Mutagen	NON-Mutagen
1939	17696-11-6	O=C(O)CCCCCCCBr	Training	Mutagen	NON-Mutagen
1940	17700-09-3	O=[N+]([O-])c1ccc(c(c1Cl)Cl)Cl	Training	Mutagen	Mutagen
1941	17722-52-0	O=C(O)CCC(=O)Nc1ccc(cc1)Cl	Training	NON-Mutagen	NON-Mutagen
1942	17722-71-3	O=C(O)CCC(=O)Nc1ccc(c(c1)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
1943	1774-66-9	O=C(C=Cc1ccc(cc1)Br)c2ccccc2	Training	NON-Mutagen	NON-Mutagen
1944	1777-84-0	O=C(Nc1ccc(OCC)c(c1)[N+](=O)[O-])C	Training	Mutagen	Mutagen
1945	17796-82-6	O=C1c3ccccc3(C(=O)N1SC2CCCCC2)	Training	NON-Mutagen	NON-Mutagen
1946	17804-35-2	O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC)	Training	NON-Mutagen	Mutagen
1947	17831-71-9	O=C(OCCOCCOCCOCCOC(=O)C=C)C=C	Training	NON-Mutagen	NON-Mutagen
1948	1785-51-9	O=C1C=Cc2ccc4C(=O)C=Cc3ccc1c2c34	Training	Mutagen	Mutagen
1949	17886-23-6	N1=NCCN1CC	Training	Mutagen	Mutagen
1950	17886-25-8	N1=NCCN1Cc2ccccc2	Training	Mutagen	Mutagen
1951	17902-23-7	O=C1NC(=O)N(C=C1(F))C2OCCC2	Training	NON-Mutagen	NON-Mutagen
1952	179073-71-3	O=S(=O)(O)OC4c3c5ccc1ccccc1c5(cc2ccc(c(c23)C4)C)	Training	Mutagen	Mutagen
1953	17924-92-4	O=C1OC(C)CCCC(=O)CCCC=Cc2cc(O)cc(O)c12	Training	NON-Mutagen	NON-Mutagen
1954	17928-28-8	O([Si](O[Si](C)(C)C)(O[Si](C)(C)C)C)[Si](C)(C)C	Training	NON-Mutagen	NON-Mutagen
1955	1794-45-2	O=CC=Cc1ccccc1Cl	Training	Mutagen	NON-Mutagen
1956	1794-84-9	O=[N+]([O-])CCl	Training	Mutagen	Mutagen
1957	1795-83-1	O=C(N(O)c1ccccc1)C	Training	NON-Mutagen	NON-Mutagen
1958	17987-99-4	O=C(O)c2c[n+]([O-])c1ccccc1[n+]2([O-])	Training	Mutagen	Mutagen
1959	18024-11-8	c1ccc3c(c1)c2c(ccc(c2n3C)C)C	Training	Mutagen	Mutagen
1960	18028-55-2	c1ccc2c(c1)[nH]c3c(ccc(c23)C)C	Training	Mutagen	Mutagen
1961	18028-56-3	c1cc2[nH]c3c(ccc(c3(c2(cc1C)))C)C	Training	Mutagen	Mutagen
1962	18031-40-8	O=CC1=CCC(C(=C)C)CC1	Training	NON-Mutagen	NON-Mutagen
1963	1805-02-3	n1c(N)n(c2ccc(OC)cc12)C	Training	Mutagen	NON-Mutagen
1964	1806-29-7	Oc1ccccc1c2ccccc2(O)	Training	NON-Mutagen	NON-Mutagen
1965	1806-54-8	O=P(OCCCCCCCC)(OCCCCCCCC)OCCCCCCCC	Training	NON-Mutagen	NON-Mutagen
1966	180913-77-3	O=C1C(=O)c3ccc(NC(=O)C)c4ccc2cccc1c2c34	Training	Mutagen	Mutagen
1967	18137-96-7	O=[N+]([O-])[C-]	Training	NON-Mutagen	Mutagen
1968	18172-67-3	C=C1CCC2CC1C2(C)(C)	Training	NON-Mutagen	NON-Mutagen
1969	1817-73-8	O=[N+]([O-])c1cc(c(N)c(c1)Br)[N+](=O)[O-]	Training	Mutagen	Mutagen
